Country Name,Country Code,Indicator Name,Indicator Code,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,22,22,22,21.98067633,21.99341021,22.01555631,21.99827239,22,22,17.67350379,18.35408771,18.1402439,18.21374812,19.0874843,18.30735845,19.9746698,18.21186581,18.71775976,21.64696814,25.4002995,25.52660152,25.61566203,24.0105046,22.49348958,21.70262152,19.26345609,18.19987456,16.09184803,15.02186001,13.76830692,13.86238892,14.00156442,12.88210141,13.00612435,11.66318771,11.34511431,11.11061366,10.08365579,9.600240457,10.11243059,9.548197402,9.112014423,9.197626625,9.286712285
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.404164629,9.171518427,8.90057419,8.746337385,8.625181737,8.679052317,8.72731062,8.433549715,8.335888386,7.971748329,8.038683637,8.172434512,8.278759318,8.14495658,7.907601373,8.333237928,8.369735571,8.130368286,8.245687724,8.113763122,8.260818838,7.757037137,8.077149517,8.222918219,7.617519961,7.849153825,7.519571679,7.241291268,7.128191367,8.767406203,8.475500159,7.968476538,8.068137959,8.426932433,8.371788161,8.567922942,8.712927304,8.40054528,8.635639414,8.683603487,8.853739284,8.622984819,8.96889103,8.647416168,8.833371852,8.864808152,8.652721741,8.477659848,8.402569093,8.60080801,8.26414029,8.165723048,8.268636013,8.200009316,8.250599185
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.03009807,23.02139037,23.01480485,23.00275482,23.00342969,22.94751009,20.1398286,18.67631851,18.4618365,19.37299035,17.97600619,16.22134115,15.63183577,13.47126437,15.04782929
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89254766,5.755395683,7.845744681,9.345794393,8.044692737,12.98119964,10.64377682,10.09104704,9.888475836,11.54539988,16.75126904,19.34137291,20.76595745,18.93518519,21.18084228,22.3036223,23.27374693,24.38186813,28.60331633,27.61433149,28.05774993,24.59189047,23.7205918,22.38258877,22.54614094,25.54297383,25.41894807,23.03696914,24.28148148,23.90715667,25.62862669,32.94217447,25.7616751,25.76510594
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.072666386,6.366141335,6.71843454,6.952700956,7.170133789,7.17634013,7.273134719,8.00984662,7.662566297,7.634081515,7.073977617,7.267334386,7.738478559,6.187342895,6.091212584,4.195116622,5.304816101,4.96624941,5.402907836,6.031381322,6.591116556,7.215888988,7.359786803,7.787515332,6.220702229,7.666319124,7.746661917,8.14667363,8.388300686,8.204987562,7.806487873,6.323090719,8.272936415,10.0049807,8.493937328,8.717924186,8.451823417,8.791909799,9.837327553,9.533680372,8.47458933,8.717091714,8.486840027,8.393761199
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,19.32565789,7.125890736,6.621140143,5.93220339,5.234203081,4.76980506,4.993267504,6.463173505,6.95401022,6.913978495,5.4512958,6.201031913,6.041604459,5.611983174,5.312810328,4.994892748,4.574035261,3.069544365,3.138395591,3.232247598,3.736045098,3.831534134,3.183703342,3.43980344,2.826855124,1.926029309,2.065231079,2.23595949,2.897990726,3.180302642,3.474757648,3.777750521,4.055843062,4.266572638,5.371530886,6.186738277,12.41314943,22.3096287,18.21489942,17.68759571,23.7432597,7.64068564,8.563909774,14.95986715
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,6.052193226,6.603555761,5.858468677,5.988243938,6.001315357,6.161429452,5.808041904,5.805213498,5.841051688,9.403215151,10.25700935,11.07828656,10.30259366,10.77669903,9.866220736,9.473481937,8.006304177,6.452407339,5.029758432,7.113864559,10.3541013,20.43219619,6.748794858,10.4445919,9.448214057,6.349856616,11.05782406,18.41105879,19.85615569,20.32880629,19.90892993,24.42063584,16.41095579,15.15588023,16.85513121,15.97692501,16.02050204,12.68196721,16.924976,19.53837276,17.50217014,19.20026078,17.78474399,16.43726312
