Country Name,Country Code,Indicator Name,Indicator Code,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014
South Asia,SAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,17.56963092,18.34455248,18.47047018,18.1166791,17.885973,18.40457042,18.04246221,18.72555075,18.83079739,19.19482026,18.87856691,19.04116746,19.09511794,19.09496075,18.85908799,18.63078976,19.5962952,19.00116589,19.82668365,19.76151857,19.66420942,18.9188377,18.62131675,18.39216275,19.1495735,20.75971204,21.00758583,22.87120073,25.50255499,26.55238751,27.53622344,26.19072626,26.07997247,24.92446792,24.39779185,22.88405474,21.83593271,20.90848485,20.64543806,19.20434096,18.83518088,18.44054149,18.07862209,18.83677933
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,5.139289145,5.49132948,5.595116989,5.139186296,9.516202647,14.24036281,9.93325481,8.785897071,10.0073269,6.595931938,13.98886827,11.34236753,9.104859335,5.395692431,9.094807158,1.563614994,5.814907275,8.068654196,6.833695434,5.758004855,6.58550756,7.531329845,7.415421793,6.234960925,6.088138503,6.490693672,7.46192327,5.565200701,4.763265135,7.235856757,5.666813792,6.934018175,4.576470588,8.085691947,10.54881788,7.6049693,8.234707534,8.673849167,8.27567463,8.909179521,9.400304706,8.752944641,7.04781756,6.781139555
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,24.64646465,28.36879433,19.50819672,9.59752322,9.855072464,12.81708945,13.840399,13.98843931,21.68049793,14.07588739,20.09512485,20.42175361,25.29474812,3.222557905,14.15785191,10.46337818,9.934735315,18.79535559,21.24542125,15.37953795,23.9012643,20.74663403,24.6737841,27.66415501,26.98497854,31.55598643,36.79069767,31.12919634,15.27032604,15.53133515,34.22535211,27.48140963,27.4895647,27.48774156,20.4913748,23.11435523,23.44154551,21.92154014,21.92266215,19.30924123,20.54405677,19.01229334,22.90937378,14.28445851
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,14.96062992,15.5,15.38461538,14.88888889,14.40501044,14.61988304,16.04938272,16.61290323,17.75147929,14.9408284,14.58625526,16,14.28571429,14.49814126,16.06475716,15.35580524,17.80346821,16.83501684,20.19543974,17.46031746,17.85345717,17.01520913,17.16489875,12.99065421,16.07773852,18.45386534,16.88613478,15.65731167,19.02718169,37.34413965,33.93234672,25.88062622,37.4301676,32.99469965,30.14937107,25.54325543,19.01355422,30.55355859,16.96990903,16.38491547,15.70929864,16.28985507,16.65262567,12.86675639
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,5.609284333,6.138676845,5.700457112,5.693581781,6.369731801,6.145494028,5.728250244,4.679552391,5.800892445,4.820483479,5.084745763,5.243209097,5.549172794,5.50052687,4.889558233,5.112781955,4.735914015,4.522229848,3.812959819,3.372788596,5.41930146,4.27746973,3.617761839,4.187251187,3.834741953,3.850622407,3.62108707,3.591189427,3.611111111,3.638086215,6.005016773,6.560120009,5.50775501,5.889543886,3.124591108,2.692561229,2.873605135,2.54332766,1.790870926,2.854875333,2.542483376,1.896915118,2.295232338,2.029161604
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,13.41463415,13.11881188,11.99563795,11.69354839,11.91919192,12.01382887,12.6552795,12.24489796,13.8431114,13.97260274,13.6849608,15.0877193,13.8961039,13.6307311,14.24384525,15.14063435,15.00264131,16.60777385,15.7635468,16.36609558,13.97474967,14.65155332,16.49299317,15.95170003,12.99093656,13.67673179,13.38538762,13.37748344,13.38219327,13.38466094,13.38081913,13.37671728,13.38155515,16.1483785,11.0926809,12.20159151,7.847186371,11.980563,12.27555249,12.85093583,11.96777906,9.780343114,7.254464286,11.32894103
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.328904953,9.438116932,9.32635387,14.22839506,14.70987654,14.99883977,15.65878714,15.14350554,15.05236987,15.78569291,16.37668424,16.7862226,16.97946378,16.24441554,14.94719524,14.66524099,15.69310052,15.76744186,16.02725965,15.83021819,16.09705261,15.36924048,15.50689779,14.02350422,15.43682354
Sub-Saharan Africa (excluding high income),SSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.942140843,7.334022651,7.54616948,7.395332876,7.693673488,7.705348594,7.61548913,8.125201785,9.097794405,9.163762817,9.734056452,8.588566921,9.14056921,8.653206624,8.417933235,6.598697974,7.531488389,7.396995769,7.659252231,8.873203821,9.392337258,10.32335486,9.050810902,10.08433335,9.148246226,10.30280774,10.4781245,10.81282571,11.09445385,11.22183034,11.31581171,10.63428684,11.44751565,12.96002746,11.34842033,11.89536275,10.4599187,11.04300427,11.64857049,12.04380497,11.25204992,10.9766569,11.58776507,11.740747
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.842696629,5.720338983,5.737704918
Sub-Saharan Africa,SSF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.942140843,7.334022651,7.54616948,7.395332876,7.693673488,7.705348594,7.61548913,8.125201785,9.097794405,9.163762817,9.734056452,8.588566921,9.14056921,8.653206624,8.417933235,6.598697974,7.531488389,7.396995769,7.659252231,8.873203821,9.392337258,10.32335486,9.050810902,10.08433335,9.148246226,10.30280774,10.4781245,10.81282571,11.09445385,11.22183034,11.31581171,10.63428684,11.44751565,12.96002746,11.34842033,11.89536275,10.4599187,11.04300427,11.64857049,12.04380497,11.25204992,10.9766569,11.58776507,11.740747
Small states,SST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,16.6969147,14.75953566,14.97584541,15.70121951,14.68428781,15.63421829,15.92920354,17.8470255,17.28395062,15.44359255,11.08870968,6.001534919,5.926025918,6.462462462,6.091549296,6.656101426,6.832298137,6.407747995,6.456306265,6.678341161,6.751453488,6.738002594,6.193765601,6.395189943,5.474899423,5.419704228,4.583921016,6.050344283,7.105319991,7.195461433,6.597390553,7.481334755,7.213671021,6.831902748,8.39636611,9.045844061,9.369805327,8.160589632,8.829721978,8.257117094,7.698377771,8.168132141,7.84784673,7.135327876,7.117302757,7.804595218,7.640696335,7.310895767,8.657684394,8.472811198,7.668885487,7.091169801,6.989795509,7.091837914,6.58203974
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.959044369,8.987854251,8.976261128,9.029345372,9.026297086,9.025032938,8.996088657,9.003215434,8.995937319,9.022988506,8.526682135,9.021014864,9.026369168,9.02014652,8.71559633
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.798895536,8.568045335,8.886901374,8.893372652,8.587029696,8.362609355,8.394852028,8.547174702,8.686101051,8.45895728,8.327835575,8.460759494,8.704242928,8.562691131,7.751196172,7.412870327,7.797768359,8.136226214,7.995726496,7.683256854,8.070565929,9.323347107,6.32174347,6.441982874,6.599061601,6.313349572,8.458068894,8.091092803,6.511296922,5.70166894,4.162481165,3.439711909,6.257664752,4.326986211,5.380836948,4.476656747,5.177111717,3.487482615,3.017091709,3.116807457,1.820559955,4.497317142,2.665357368,2.456902903
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.396657023,4.339296924,5.362929358,5.583458898,4.156649864,5.335708201,5.560235889,5.214025501,5.550699301,5.044488011,5.952730476,5.039402737,5.0486368,6.193921852,5.723266322,6.304160878,5.70956004,5.76347803,4.951521434,5.444126074,6.041218087,5.177505498,5.627733471,5.364033146,4.783546
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,12.17655141,12.34956201,11.75276616,11.66317863,11.99770632,11.41984111,11.02836599,11.02337334,11.59046433,10.12021632,9.675556142,9.064538431,9.70091971,9.810402255,8.483557449,9.140679313,9.651356607,7.849848315,8.564445976,8.264784466,8.595664272,7.969196663,8.188962135,8.547887828,8.174059772,7.902504046,6.974015816,6.964795824,6.535247629,6.605978337,6.307540552,5.988977342,6.556983883,6.903412807,6.344078486,6.792633503,7.357050922,6.847579856,6.768645578,6.677301438,7.446757235,7.305300288,8.101567825,7.879360905,7.20958905,7.393679159,7.584132434,7.16354327,7.328512149,7.250885772,7.129866631,7.034088943,6.585714629,6.536584091,4.776169947
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.624535316,9.265387161,9.838369642,8.956109134,10.49723757,13.47826087,17.97906236,16.19644723,16.76283901,17.9040404,17.5632575,15.20767831,14.2074199,15.14363885,14.8771841,14.32888441,14.39479284,23.44497608,21.76948828,26.16484368,26.28294605,26.26970228,26.23041621,30.95112633,28.15282792,28.15004634,28.900164,29.3492131,28.90573645,30.69754531,28.18209045,24.76707243,22.83885823,20.61601771,19.37025905,19.28492879,21.8104653,21.3685006,25.63729565,15.30390192,15.43239369,15.20896288,13.94481431,15.91588741
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.152281378,8.154444203,8.181863828,8.123612873,8.107957037,8.136422696,8.097986798,8.239716457,8.281310641,8.070021537,8.745726943,8.645326361,8.659440796,8.761986641,8.32460659,8.689168163,8.759073051,8.262439692,8.063095761,7.948307066,8.235521648,8.209086942,8.294761855,7.374348961,8.304488009,8.115933654,7.81013433,7.686806294,7.830166217,7.657946323,7.795262763,7.918378037,7.477355049,7.126199467,7.361834218,7.006637243,6.735390526,6.568314846,6.389887081,6.423304373,6.158210276,6.113091347,6.043878081,5.813362459
Europe & Central Asia (IDA & IBRD countries),TEC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.592796835,9.188391819,8.976466961,9.224415991,9.25601119,9.251318246,8.889350924,8.338556902,8.338808147,8.339971089,8.808871851,8.019118805,8.250673366,8.357618277,8.73199041,8.587220414,8.936596768,8.503016676,8.534370837,8.493914174,9.054872688,8.853169485,8.61067749,8.512280231,9.056599781,9.171733955,9.148212435,9.39732741,9.365137942,8.981590102,8.445313343,8.917888551,9.572581027,10.62427035,11.30337537,11.50177785,12.32085253,12.60146159,13.40891338,13.29100426,13.39810333,13.63884365,13.72753101,13.29520906,12.7591655,12.43821562,11.70461021,11.42675945,11.28026312,11.52401777,10.89096155,10.64552705,10.75827836,10.90316802,10.57572088
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.496732026,8.609271523,11.88118812,12.03007519,12.5,13.44537815,12.01923077,12.28813559,17.9245283,31.37254902,33.96226415,25.64102564,34.54545455,14.86486486,20.72072072,22.42990654,23.42342342,22.68907563,23.4375,20.88607595,14.48763251,17.36526946,10.38062284,15.78947368,10.35598706,13.44537815,21.52777778,9.966777409,8.878504673,47.42857143,35.77235772,51.31578947,48.29545455,47.31182796,45.5026455,45.70135747,53.06122449,0,66.44736842,49.16201117,71.875,82.88288288,0,71.03448276
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,9.325201653,10.84518828,9.209582556,9.655172414,9.573459716,10.24832078,8.697986577,7.652132626,9.610949937,9.82947456,10.71637712,9.859829879,10.70746712,10.73059361,11.5281269,9.754420035,10.34831774,10.20823066,9.968988932,10.56229627,10.7741357,10.31734912,8.150519659,9.647779479,8.122822572,8.431468578,8.653165426,8.687202949,8.320838748,7.90814466,9.200351494,7.261519268,7.310463914,7.938628934,8.105327655,8.05812227,6.464032139,6.073555547,5.913985741,6.344579431,6.944631421,5.695003836,6.067469795,6.111201261
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.817370219,10.23716089,7.133515634,12.37810721,12.68990696,10.94097808,11.71823131,13.93073902,14.51255027,14.04697094,15.04176318,15.22041441,15.23330284,15.30680235,14.88690801,16.06787595,16.20903454,16.88578941,18.48640614,13.02351554,14.17706115,13.98571253,14.40438317,14.770669,17.02282661
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48733744,9.395973154,8.306151862,9.313919443,9.317835366,12.30612245,11.1980198,9.844177722,13.34961767,13.04740406,14.25088878,14.07163054,14.02803738,13.61111111,13.66610738,13.84555382,13.36263736,13.11155914,13.80319149,13.10387985,12.79711885,12.71777003,12.5915493,12.6391097,12.48529412
Latin America & the Caribbean (IDA & IBRD countries),TLA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,11.86100142,11.92786589,11.97564132,11.74649302,12.05165124,12.08880993,12.22221801,11.99988885,12.10350948,12.35555328,11.70185927,12.95293552,12.57275703,11.86213933,12.45048092,13.21408686,13.92879203,13.8563129,14.73608914,14.53559906,15.04027281,14.85293249,15.40766527,15.7800877,16.04221973,16.10861509,16.15461399,15.77240931,15.8978547,15.8657626,15.72534958,15.73769958,14.93766306,16.0198413,16.08844203,16.14518148,15.98696334,15.8690686,16.23971877,15.25054579,14.80512421,14.76845198,14.74292475,15.62282972
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East & North Africa (IDA & IBRD countries),TMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.121185079,6.962663976,7.25606317,8.195005234,8.450953498,8.745373076,9.580518406,9.886610749,9.472801536,10.57584391,12.00108148,11.26319326,11.26089301,12.89989599,14.55164553,11.50028507,11.89791952,12.28063797,11.95493956,11.87231106,11.95474902,10.71129546,12.31747835,13.39488504,13.22862891,12.25586717,13.02002008,12.79555312,13.92036604,15.65923527,15.25631098,14.54492961,14.04062586,14.35931395,16.05307523,16.2545187,17.45888952,18.44274787,18.22919622,16.40718999,16.03310725,18.1991909,18.51714482,19.34338626
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia (IDA & IBRD),TSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,17.56963092,18.34455248,18.47047018,18.1166791,17.885973,18.40457042,18.04246221,18.72555075,18.83079739,19.19482026,18.87856691,19.04116746,19.09511794,19.09496075,18.85908799,18.63078976,19.5962952,19.00116589,19.82668365,19.76151857,19.66420942,18.9188377,18.62131675,18.39216275,19.1495735,20.75971204,21.00758583,22.87120073,25.50255499,26.55238751,27.53622344,26.19072626,26.07997247,24.92446792,24.39779185,22.88405474,21.83593271,20.90848485,20.64543806,19.20434096,18.83518088,18.44054149,18.07862209,18.83677933
Sub-Saharan Africa (IDA & IBRD countries),TSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.942140843,7.334022651,7.54616948,7.395332876,7.693673488,7.705348594,7.61548913,8.125201785,9.097794405,9.163762817,9.734056452,8.588566921,9.14056921,8.653206624,8.417933235,6.598697974,7.531488389,7.396995769,7.659252231,8.873203821,9.392337258,10.32335486,9.050810902,10.08433335,9.148246226,10.30280774,10.4781245,10.81282571,11.09445385,11.22183034,11.31581171,10.63428684,11.44751565,12.96002746,11.34842033,11.89536275,10.4599187,11.04300427,11.64857049,12.04380497,11.25204992,10.9766569,11.58776507,11.740747
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.411764706,10.85180863,8.358960022,12.44623656,11.41851107,8.252554362,11.25583681,9.63547713,9.909711517,8.039294306,8.086670536,8.157042119,7.309030958,7.583274274,7.583274274,4.846978406,5.723172628,5.511476339,3.810848401,3.309015112,2.897425947,3.710314931,3.123158515,2.770177839,2.61717039,2.461862178,2.304194037
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,13.28293737,12.3935667,12.12892282,14.71471471,13.70738636,13.17440402,10.36585366,11.95965418,11.07070707,12.20930233,12.56329114,12.84316819,12.86961419,13.32474227,12.9528771,11.79612731,10.84589615,10.86120723,10.57976366,10.34245397,10.36484245,10.00154107,10.43018868,10.13053348,9.896987873,10.0668601,10.33832371,10.59988993,10.40312094,10.54171385,11.07794944,10.62410269,12.30292294,12.92294807,13.48234737,13.54413904,13.61088871,13.74364687,12.33936533,11.44637185,13.66915197,15.15419966,14.72716392,14.79977087
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.911190053,9.398870807,9.241573034,10.59502887,10.26735565,10.05451242,10.50261214,10.96441797,11.49077278,10.69150293,10.05450539,10.05009713,10.05069821,10.32595573,11.04103287,10.46533956,9.363889952,10.10454656,10.07088281,11.37554391,12.13319012,11.87938232,12.49246761,12.51325557,12.21703198,11.5286829,13.72213125,12.44109756,13.12853813,12.0033049,11.61044784,12.5502108,13.35719165,13.89009321,15.11982738,15.96461326,16.71269845,17.98907993,18.73052188,18.50309172,19.0166664,19.00916684,18.49459042,17.10899766,15.42356236,14.84600756,14.07268334,13.91066935,13.85005393,14.88152681,14.30911708,14.11071829,14.88834887,15.46257818,14.81606426
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,13.64562118,13.59404097,13.57388316,13.55371901,13.58609795,13.66366366,13.5371179,13.52517986,13.54166667,13.63636364,12.13592233,14.81927711,18.49234393,21.14967462,22.46305419,20.68062827,25.62893082,23.00435414,23.72432074,19.96314496,21.62458836,20.64977974,28.84816754,19.7080292,12.78586279,9.526159921,11.56852527,11.76744186,22.36671001,22.12783172,24.23698384,16.41896674,8.725084618,12.01318155,15.302391,26.79814385,21.916826,18.84256095,35.5621177,19.83314372,22.75672492,18.75111827,19.18868877,17.65557164
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.344303577,8.053377959,8.912201715,9.61394466,10.57948923,9.573266055,13.52135022,15.83626691,17.24163896,17.4382357,18.07916202,19.70972726,19.29573894,17.80109651,15.0041202,13.33795915,12.36227766,11.69522703,11.61195518,11.91805044,11.48929184,10.90598519,10.79888891,10.69352524,10.77895315
Upper middle income,UMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.911190053,9.398870807,9.241573034,10.59502887,10.26735565,10.05451242,10.50261214,10.96441797,11.49077278,10.69150293,10.05450539,9.410434797,9.300532592,9.344514957,9.403733306,9.402457115,9.453252805,9.515688452,9.631681806,9.694665606,9.911742458,9.803656429,10.01169468,9.822528885,9.473060352,9.619640776,9.545453016,9.780887001,9.598506467,9.964284423,9.177806023,9.482873953,9.727600801,10.34223057,10.35564211,10.61152334,10.79183262,10.79086169,10.92932936,11.00760798,10.91589549,10.75301037,10.56558931,10.10949129,10.05056363,10.10755794,9.634151713,9.299852241,9.321291433,9.275405739,8.980400973,8.555288803,8.627732282,8.549176751,8.320970004
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,15.88552468,20.55189456,23.0497844,18.0908712,15.08757962,16.17320503,17.86327722,15.29983793,11.55778894,11.95652174,8.724144993,10.18518519,9.009254219,10.79136691,10.6250946,12.28425027,14.07201483,14.83287907,14.73003669,13.91724879,14.46074939,13.54084729,13.96339935,15.73697336,18.59838275,19.82008996,18.74650252,15.30100334,18.72393661,18.52925672,15.97837838,16.73086934,20.88821541,30.726067,23.32725853,18.42620616,12.20029705,11.79153837,12.76643735,11.02319236,12.44199536,12.19212985,10.99296862,9.627353054
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.070514544,8.837363192,8.576649602,8.65528999,8.634790271,9.020270723,9.432144071,8.925564399,8.906578573,8.450156503,8.741966056,8.562916084,8.838971665,8.295561099,8.326525608,8.78786372,8.964820153,8.653705743,8.975748152,8.718914523,8.777746651,7.407272148,8.198271926,8.442777578,6.929720268,7.058543538,6.529925098,5.193017632,5.043172913,9.911998072,9.26323204,7.017042051,7.260234141,7.451054394,6.975893946,6.990636735,6.906139387,5.916938528,6.005460896,5.688167041,5.691270367,4.414208388,6.199460113,5.612643659,6.410628532,6.305203206,6.228685727,6.175953968,5.666984421,6.258902217,5.993965133,5.998379803,6.292678518,5.955568245,5.911386391
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.388371061,9.36398043,9.369291509,9.070377831,9.071129707,8.730744105,8.941192012,8.702827116,9.045751634,9.07167416,9.081597815,8.930172432,8.819712026,8.846153846,8.846,8.841463415,8.837391987,8.833503575,8.829959514,8.826826827,8.82205029,8.81870229,8.815238095,8.815498155,8.815884477
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela, RB",VEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,9.169180955,10.69266086,12.01581028,12.44319776,14.1920127,14.56679492,14.47190028,13.04740229,12.2856958,14.37030416,9.282580645,15.52783987,15.29667182,11.93176783,14.4174244,17.17153576,17.47949457,16.09236844,16.94550503,18.00037086,19.10573598,18.02194543,18.28283993,19.62202159,20.82346214,20.84193258,21.0042913,23.22439495,23.33577267,24.26381771,25.2399605,24.76375038,25.49486644,26.61539086,27.04680027,26.57169767,27.50013133,27.21023999,27.23197859,20.11163363,20.45845661,20.64314074,20.80789217,36.04471828
